Path,TargetDate,Source,Sink,TimeOfUse,StartDate,ACI99,ACP,FileName
HB_NORTH + HB_SOUTH + PeakWD,03/03/2021,HB_NORTH,HB_SOUTH,PeakWD,04/01/2021,-6.7636,0.75,2021.APR
HB_WEST + HB_NORTH + PeakWD,03/03/2021,HB_WEST,HB_NORTH,PeakWD,04/01/2021,-1.0663,3.75,2021.APR
HB_SOUTH + HB_NORTH + PeakWD,03/03/2021,HB_SOUTH,HB_NORTH,PeakWD,04/01/2021,-1.9687,-0.75,2021.APR
DC_E + HB_NORTH + PeakWD,03/03/2021,DC_E,HB_NORTH,PeakWD,04/01/2021,-8.2709,-0.25,2021.APR
DUKE_GT2_CCU + HB_SOUTH + Off-peak,03/03/2021,DUKE_GT2_CCU,HB_SOUTH,Off-peak,04/01/2021,-2.7017,,2021.APR
FREC_2_CCU + HB_NORTH + PeakWE,03/03/2021,FREC_2_CCU,HB_NORTH,PeakWE,04/01/2021,-1.1857,,2021.APR
FREC_1_CCU + HB_NORTH + PeakWE,03/03/2021,FREC_1_CCU,HB_NORTH,PeakWE,04/01/2021,-1.2454,,2021.APR
BOSQ_BSQSU_5 + HB_NORTH + PeakWE,03/03/2021,BOSQ_BSQSU_5,HB_NORTH,PeakWE,04/01/2021,-1.5626,,2021.APR
FREC_2_CCU + HB_NORTH + Off-peak,03/03/2021,FREC_2_CCU,HB_NORTH,Off-peak,04/01/2021,-1.4237,,2021.APR
BOSQ_BSQS_12 + HB_NORTH + Off-peak,03/03/2021,BOSQ_BSQS_12,HB_NORTH,Off-peak,04/01/2021,-0.9277,,2021.APR
DDPEC_GT2 + HB_HOUSTON + PeakWE,03/03/2021,DDPEC_GT2,HB_HOUSTON,PeakWE,04/01/2021,-1.6074,,2021.APR
BTE_PUN1 + HB_HOUSTON + PeakWE,03/03/2021,BTE_PUN1,HB_HOUSTON,PeakWE,04/01/2021,-0.7974,,2021.APR
SAN_SANMIGG1 + HB_SOUTH + PeakWD,03/03/2021,SAN_SANMIGG1,HB_SOUTH,PeakWD,04/01/2021,-2.9934,,2021.APR
TXCTY_CTB + HB_HOUSTON + Off-peak,03/03/2021,TXCTY_CTB,HB_HOUSTON,Off-peak,04/01/2021,-2.7495,,2021.APR
DDPEC_ST1 + HB_HOUSTON + Off-peak,03/03/2021,DDPEC_ST1,HB_HOUSTON,Off-peak,04/01/2021,-0.3585,,2021.APR
DDPEC_GT2 + HB_HOUSTON + Off-peak,03/03/2021,DDPEC_GT2,HB_HOUSTON,Off-peak,04/01/2021,-0.3585,,2021.APR
FREC_2_CCU + HB_NORTH + PeakWD,03/03/2021,FREC_2_CCU,HB_NORTH,PeakWD,04/01/2021,-1.7628,,2021.APR
FREC_1_CCU + HB_NORTH + PeakWD,03/03/2021,FREC_1_CCU,HB_NORTH,PeakWD,04/01/2021,-1.2747,,2021.APR
BOSQ_BSQS_12 + HB_NORTH + PeakWD,03/03/2021,BOSQ_BSQS_12,HB_NORTH,PeakWD,04/01/2021,-2.5562,,2021.APR
PSG_PSG_GT2 + HB_HOUSTON + PeakWD,03/03/2021,PSG_PSG_GT2,HB_HOUSTON,PeakWD,04/01/2021,-4.2057,,2021.APR
DDPEC_GT6 + HB_HOUSTON + PeakWD,03/03/2021,DDPEC_GT6,HB_HOUSTON,PeakWD,04/01/2021,-2.229,,2021.APR
BVE_UNIT2 + HB_HOUSTON + PeakWD,03/03/2021,BVE_UNIT2,HB_HOUSTON,PeakWD,04/01/2021,-0.604,,2021.APR
BTE_PUN2 + HB_HOUSTON + PeakWD,03/03/2021,BTE_PUN2,HB_HOUSTON,PeakWD,04/01/2021,-1.0333,,2021.APR
FREC_2_CCU + HB_NORTH + PeakWD,04/07/2021,FREC_2_CCU,HB_NORTH,PeakWD,05/01/2021,-1.7628,,2021.MAY
FREC_1_CCU + HB_NORTH + PeakWD,04/07/2021,FREC_1_CCU,HB_NORTH,PeakWD,05/01/2021,-1.2747,,2021.MAY
BOSQ_BSQS_12 + HB_NORTH + PeakWD,04/07/2021,BOSQ_BSQS_12,HB_NORTH,PeakWD,05/01/2021,-2.562,,2021.MAY
PSG_PSG_GT2 + HB_HOUSTON + PeakWD,04/07/2021,PSG_PSG_GT2,HB_HOUSTON,PeakWD,05/01/2021,-4.2057,,2021.MAY
DDPEC_GT6 + HB_HOUSTON + PeakWD,04/07/2021,DDPEC_GT6,HB_HOUSTON,PeakWD,05/01/2021,-2.229,,2021.MAY
DDPEC_GT3 + HB_HOUSTON + PeakWD,04/07/2021,DDPEC_GT3,HB_HOUSTON,PeakWD,05/01/2021,-2.229,,2021.MAY
BVE_UNIT2 + HB_HOUSTON + PeakWD,04/07/2021,BVE_UNIT2,HB_HOUSTON,PeakWD,05/01/2021,-0.604,,2021.MAY
BTE_PUN2 + HB_HOUSTON + PeakWD,04/07/2021,BTE_PUN2,HB_HOUSTON,PeakWD,05/01/2021,-1.0333,,2021.MAY
FREC_2_CCU + HB_NORTH + Off-peak,04/07/2021,FREC_2_CCU,HB_NORTH,Off-peak,05/01/2021,-1.4237,,2021.MAY
FREC_1_CCU + HB_NORTH + Off-peak,04/07/2021,FREC_1_CCU,HB_NORTH,Off-peak,05/01/2021,-1.3952,,2021.MAY
BOSQ_BSQS_34 + HB_NORTH + Off-peak,04/07/2021,BOSQ_BSQS_34,HB_NORTH,Off-peak,05/01/2021,-2.1866,,2021.MAY
BOSQ_BSQS_12 + HB_NORTH + Off-peak,04/07/2021,BOSQ_BSQS_12,HB_NORTH,Off-peak,05/01/2021,-0.9554,,2021.MAY
PSG_PSG_GT2 + HB_HOUSTON + Off-peak,04/07/2021,PSG_PSG_GT2,HB_HOUSTON,Off-peak,05/01/2021,-0.2165,,2021.MAY
DDPEC_GT2 + HB_HOUSTON + Off-peak,04/07/2021,DDPEC_GT2,HB_HOUSTON,Off-peak,05/01/2021,-0.3585,,2021.MAY
CAL_PUN2 + HB_HOUSTON + Off-peak,04/07/2021,CAL_PUN2,HB_HOUSTON,Off-peak,05/01/2021,-0.5488,,2021.MAY
FREC_2_CCU + HB_NORTH + PeakWE,04/07/2021,FREC_2_CCU,HB_NORTH,PeakWE,05/01/2021,-1.1857,,2021.MAY
FREC_1_CCU + HB_NORTH + PeakWE,04/07/2021,FREC_1_CCU,HB_NORTH,PeakWE,05/01/2021,-1.2454,,2021.MAY
BOSQ_BSQS_12 + HB_NORTH + PeakWE,04/07/2021,BOSQ_BSQS_12,HB_NORTH,PeakWE,05/01/2021,-1.5626,,2021.MAY
PSG_PSG_GT2 + HB_HOUSTON + PeakWE,04/07/2021,PSG_PSG_GT2,HB_HOUSTON,PeakWE,05/01/2021,-3.8183,,2021.MAY
DDPEC_GT3 + HB_HOUSTON + PeakWE,04/07/2021,DDPEC_GT3,HB_HOUSTON,PeakWE,05/01/2021,-1.6074,,2021.MAY
DDPEC_GT2 + HB_HOUSTON + PeakWE,04/07/2021,DDPEC_GT2,HB_HOUSTON,PeakWE,05/01/2021,-1.6074,,2021.MAY
BTE_PUN1 + HB_HOUSTON + PeakWE,04/07/2021,BTE_PUN1,HB_HOUSTON,PeakWE,05/01/2021,-0.7974,,2021.MAY
SAN_SANMIGG1 + HB_SOUTH + PeakWD,04/07/2021,SAN_SANMIGG1,HB_SOUTH,PeakWD,05/01/2021,-2.9934,,2021.MAY
NED_NEDIN_G3 + HB_SOUTH + PeakWD,04/07/2021,NED_NEDIN_G3,HB_SOUTH,PeakWD,05/01/2021,-23.1507,,2021.MAY
NED_NEDIN_G3 + HB_SOUTH + Off-peak,04/07/2021,NED_NEDIN_G3,HB_SOUTH,Off-peak,05/01/2021,-2.679,,2021.MAY
DUKE_GT2_CCU + HB_SOUTH + PeakWE,04/07/2021,DUKE_GT2_CCU,HB_SOUTH,PeakWE,05/01/2021,-11.2444,,2021.MAY
DUKE_GST1CCU + HB_SOUTH + PeakWE,04/07/2021,DUKE_GST1CCU,HB_SOUTH,PeakWE,05/01/2021,-11.2444,,2021.MAY
TEN_CT1_STG + HB_NORTH + PeakWE,04/07/2021,TEN_CT1_STG,HB_NORTH,PeakWE,05/01/2021,-14.8077,,2021.MAY
HB_WEST + LZ_WEST + Off-peak,04/07/2021,HB_WEST,LZ_WEST,Off-peak,05/01/2021,-0.0129,1.8698,2021.MAY
HB_SOUTH + LZ_SOUTH + Off-peak,04/07/2021,HB_SOUTH,LZ_SOUTH,Off-peak,05/01/2021,-0.2037,0.5308,2021.MAY
HB_NORTH + LZ_NORTH + Off-peak,04/07/2021,HB_NORTH,LZ_NORTH,Off-peak,05/01/2021,-0.0776,0.2267,2021.MAY
HB_SOUTH + LZ_LCRA + Off-peak,04/07/2021,HB_SOUTH,LZ_LCRA,Off-peak,05/01/2021,-1.6086,-0.1005,2021.MAY
HB_HOUSTON + LZ_HOUSTON + Off-peak,04/07/2021,HB_HOUSTON,LZ_HOUSTON,Off-peak,05/01/2021,-0.0462,0.0744,2021.MAY
HB_WEST + LZ_WEST + PeakWE,04/07/2021,HB_WEST,LZ_WEST,PeakWE,05/01/2021,-0.1592,2.3596,2021.MAY
HB_SOUTH + LZ_SOUTH + PeakWE,04/07/2021,HB_SOUTH,LZ_SOUTH,PeakWE,05/01/2021,-10.728,3.081,2021.MAY
HB_NORTH + LZ_NORTH + PeakWE,04/07/2021,HB_NORTH,LZ_NORTH,PeakWE,05/01/2021,-0.0773,0.4972,2021.MAY
HB_SOUTH + LZ_LCRA + PeakWE,04/07/2021,HB_SOUTH,LZ_LCRA,PeakWE,05/01/2021,-1.8089,0.46,2021.MAY
HB_HOUSTON + LZ_HOUSTON + PeakWE,04/07/2021,HB_HOUSTON,LZ_HOUSTON,PeakWE,05/01/2021,-0.1166,0.3474,2021.MAY
STELLA_RN + HB_SOUTH + Off-peak,04/07/2021,STELLA_RN,HB_SOUTH,Off-peak,05/01/2021,-1.8475,1.1137,2021.MAY
HB_NORTH + HB_SOUTH + Off-peak,04/07/2021,HB_NORTH,HB_SOUTH,Off-peak,05/01/2021,-4.8031,0.4594,2021.MAY
HB_WEST + HB_NORTH + Off-peak,04/07/2021,HB_WEST,HB_NORTH,Off-peak,05/01/2021,-0.3035,3.16,2021.MAY
HB_SOUTH + HB_NORTH + Off-peak,04/07/2021,HB_SOUTH,HB_NORTH,Off-peak,05/01/2021,-2.7608,-0.3164,2021.MAY
DC_E + HB_NORTH + Off-peak,04/07/2021,DC_E,HB_NORTH,Off-peak,05/01/2021,-4.2681,-0.3747,2021.MAY
HB_SOUTH + HB_HOUSTON + Off-peak,04/07/2021,HB_SOUTH,HB_HOUSTON,Off-peak,05/01/2021,-0.8974,0.0527,2021.MAY
HB_NORTH + HB_HOUSTON + Off-peak,04/07/2021,HB_NORTH,HB_HOUSTON,Off-peak,05/01/2021,-2.0981,0.7578,2021.MAY
DDPEC_GT1 + HB_HOUSTON + Off-peak,04/07/2021,DDPEC_GT1,HB_HOUSTON,Off-peak,05/01/2021,-0.3585,-0.5923,2021.MAY
BTE_PUN1 + HB_HOUSTON + Off-peak,04/07/2021,BTE_PUN1,HB_HOUSTON,Off-peak,05/01/2021,-0.2693,-0.2571,2021.MAY
STELLA_RN + HB_SOUTH + PeakWE,04/07/2021,STELLA_RN,HB_SOUTH,PeakWE,05/01/2021,-10.0625,0.215,2021.MAY
HB_NORTH + HB_SOUTH + PeakWE,04/07/2021,HB_NORTH,HB_SOUTH,PeakWE,05/01/2021,-8.1888,0.4,2021.MAY
HB_WEST + HB_NORTH + PeakWE,04/07/2021,HB_WEST,HB_NORTH,PeakWE,05/01/2021,-0.6472,3.43,2021.MAY
HB_SOUTH + HB_NORTH + PeakWE,04/07/2021,HB_SOUTH,HB_NORTH,PeakWE,05/01/2021,-2.625,-0.4,2021.MAY
DC_E + HB_NORTH + PeakWE,04/07/2021,DC_E,HB_NORTH,PeakWE,05/01/2021,-3.5059,-0.1462,2021.MAY
HB_SOUTH + HB_HOUSTON + PeakWE,04/07/2021,HB_SOUTH,HB_HOUSTON,PeakWE,05/01/2021,-1.1131,1.8,2021.MAY
HB_NORTH + HB_HOUSTON + PeakWE,04/07/2021,HB_NORTH,HB_HOUSTON,PeakWE,05/01/2021,-3.1405,2.71,2021.MAY
DDPEC_GT1 + HB_HOUSTON + PeakWE,04/07/2021,DDPEC_GT1,HB_HOUSTON,PeakWE,05/01/2021,-1.6074,-1.206,2021.MAY
HB_WEST + LZ_WEST + PeakWD,04/07/2021,HB_WEST,LZ_WEST,PeakWD,05/01/2021,0.1933,2.1528,2021.MAY
HB_SOUTH + LZ_SOUTH + PeakWD,04/07/2021,HB_SOUTH,LZ_SOUTH,PeakWD,05/01/2021,-0.6085,3.6727,2021.MAY
HB_NORTH + LZ_NORTH + PeakWD,04/07/2021,HB_NORTH,LZ_NORTH,PeakWD,05/01/2021,0.037,0.95,2021.MAY
HB_SOUTH + LZ_LCRA + PeakWD,04/07/2021,HB_SOUTH,LZ_LCRA,PeakWD,05/01/2021,-2.0651,0.91,2021.MAY
HB_HOUSTON + LZ_HOUSTON + PeakWD,04/07/2021,HB_HOUSTON,LZ_HOUSTON,PeakWD,05/01/2021,-0.0998,0.25,2021.MAY
STELLA_RN + HB_SOUTH + PeakWD,04/07/2021,STELLA_RN,HB_SOUTH,PeakWD,05/01/2021,-13.0624,0.2529,2021.MAY
HB_NORTH + HB_SOUTH + PeakWD,04/07/2021,HB_NORTH,HB_SOUTH,PeakWD,05/01/2021,-6.7636,0.6535,2021.MAY
DUKE_GST1CCU + HB_SOUTH + PeakWD,04/07/2021,DUKE_GST1CCU,HB_SOUTH,PeakWD,05/01/2021,-23.2356,-10.55,2021.MAY
HB_WEST + HB_NORTH + PeakWD,04/07/2021,HB_WEST,HB_NORTH,PeakWD,05/01/2021,-1.0663,3.4525,2021.MAY
HB_SOUTH + HB_NORTH + PeakWD,04/07/2021,HB_SOUTH,HB_NORTH,PeakWD,05/01/2021,-1.9687,-0.6535,2021.MAY
DC_E + HB_NORTH + PeakWD,04/07/2021,DC_E,HB_NORTH,PeakWD,05/01/2021,-8.2709,-0.25,2021.MAY
HB_SOUTH + HB_HOUSTON + PeakWD,04/07/2021,HB_SOUTH,HB_HOUSTON,PeakWD,05/01/2021,-0.9434,2.0193,2021.MAY
HB_NORTH + HB_HOUSTON + PeakWD,04/07/2021,HB_NORTH,HB_HOUSTON,PeakWD,05/01/2021,-3.1556,2.8878,2021.MAY
DDPEC_GT1 + HB_HOUSTON + PeakWD,04/07/2021,DDPEC_GT1,HB_HOUSTON,PeakWD,05/01/2021,-2.229,-1.6073,2021.MAY
CHE_LYD + HB_HOUSTON + PeakWD,04/07/2021,CHE_LYD,HB_HOUSTON,PeakWD,05/01/2021,-2.064,-1.61,2021.MAY
BTE_PUN1 + HB_HOUSTON + PeakWD,04/07/2021,BTE_PUN1,HB_HOUSTON,PeakWD,05/01/2021,-1.011,-1.1487,2021.MAY
STELLA_RN + HB_SOUTH + PeakWD,06/02/2021,STELLA_RN,HB_SOUTH,PeakWD,07/01/2021,-13.0624,0.6566,2021.JUL
HB_NORTH + HB_SOUTH + PeakWD,06/02/2021,HB_NORTH,HB_SOUTH,PeakWD,07/01/2021,-6.7636,-0.4255,2021.JUL
DUKE_GST1CCU + HB_SOUTH + PeakWD,06/02/2021,DUKE_GST1CCU,HB_SOUTH,PeakWD,07/01/2021,-23.2356,-11.55,2021.JUL
HB_WEST + HB_NORTH + PeakWD,06/02/2021,HB_WEST,HB_NORTH,PeakWD,07/01/2021,-1.0663,1.952,2021.JUL
HB_SOUTH + HB_NORTH + PeakWD,06/02/2021,HB_SOUTH,HB_NORTH,PeakWD,07/01/2021,-1.9687,0.4255,2021.JUL
DC_E + HB_NORTH + PeakWD,06/02/2021,DC_E,HB_NORTH,PeakWD,07/01/2021,-3.8915,-0.0823,2021.JUL
HB_NORTH + HB_HOUSTON + PeakWD,06/02/2021,HB_NORTH,HB_HOUSTON,PeakWD,07/01/2021,-2.2482,2.35,2021.JUL
DDPEC_GT6 + HB_HOUSTON + PeakWD,06/02/2021,DDPEC_GT6,HB_HOUSTON,PeakWD,07/01/2021,-2.229,-1.3055,2021.JUL
DDPEC_GT1 + HB_HOUSTON + PeakWD,06/02/2021,DDPEC_GT1,HB_HOUSTON,PeakWD,07/01/2021,-2.229,-1.2032,2021.JUL
BTE_PUN1 + HB_HOUSTON + PeakWD,06/02/2021,BTE_PUN1,HB_HOUSTON,PeakWD,07/01/2021,-1.011,-0.6271,2021.JUL
HB_WEST + LZ_WEST + Off-peak,06/02/2021,HB_WEST,LZ_WEST,Off-peak,07/01/2021,-0.0129,0.65,2021.JUL
HB_WEST + LZ_WEST + PeakWE,06/02/2021,HB_WEST,LZ_WEST,PeakWE,07/01/2021,-0.1592,1.201,2021.JUL
HB_SOUTH + LZ_SOUTH + PeakWE,06/02/2021,HB_SOUTH,LZ_SOUTH,PeakWE,07/01/2021,-10.728,1.7009,2021.JUL
HB_SOUTH + LZ_SOUTH + Off-peak,06/02/2021,HB_SOUTH,LZ_SOUTH,Off-peak,07/01/2021,-0.2037,0.724,2021.JUL
HB_NORTH + LZ_NORTH + Off-peak,06/02/2021,HB_NORTH,LZ_NORTH,Off-peak,07/01/2021,-0.0776,0.25,2021.JUL
HB_SOUTH + LZ_LCRA + Off-peak,06/02/2021,HB_SOUTH,LZ_LCRA,Off-peak,07/01/2021,-1.5703,0.134,2021.JUL
HB_NORTH + LZ_NORTH + PeakWE,06/02/2021,HB_NORTH,LZ_NORTH,PeakWE,07/01/2021,-0.0773,0.7557,2021.JUL
HB_SOUTH + LZ_LCRA + PeakWE,06/02/2021,HB_SOUTH,LZ_LCRA,PeakWE,07/01/2021,-0.5163,0.2662,2021.JUL
HB_HOUSTON + LZ_HOUSTON + PeakWE,06/02/2021,HB_HOUSTON,LZ_HOUSTON,PeakWE,07/01/2021,-0.1166,0.4341,2021.JUL
STELLA_RN + HB_SOUTH + PeakWE,06/02/2021,STELLA_RN,HB_SOUTH,PeakWE,07/01/2021,-10.0625,0.7144,2021.JUL
HB_NORTH + HB_SOUTH + PeakWE,06/02/2021,HB_NORTH,HB_SOUTH,PeakWE,07/01/2021,-8.1888,-0.36,2021.JUL
HB_HOUSTON + LZ_HOUSTON + Off-peak,06/02/2021,HB_HOUSTON,LZ_HOUSTON,Off-peak,07/01/2021,-0.0462,0.0947,2021.JUL
STELLA_RN + HB_SOUTH + Off-peak,06/02/2021,STELLA_RN,HB_SOUTH,Off-peak,07/01/2021,-1.0954,0.5473,2021.JUL
HB_NORTH + HB_SOUTH + Off-peak,06/02/2021,HB_NORTH,HB_SOUTH,Off-peak,07/01/2021,-4.8031,0.0,2021.JUL
CCEC_ST1 + HB_SOUTH + PeakWE,06/02/2021,CCEC_ST1,HB_SOUTH,PeakWE,07/01/2021,-14.0695,0.15,2021.JUL
CCEC_GT2 + HB_SOUTH + PeakWE,06/02/2021,CCEC_GT2,HB_SOUTH,PeakWE,07/01/2021,-14.0695,0.15,2021.JUL
CCEC_GT1 + HB_SOUTH + PeakWE,06/02/2021,CCEC_GT1,HB_SOUTH,PeakWE,07/01/2021,-14.0695,0.15,2021.JUL
HB_WEST + HB_NORTH + Off-peak,06/02/2021,HB_WEST,HB_NORTH,Off-peak,07/01/2021,-0.3035,0.9091,2021.JUL
HB_SOUTH + HB_NORTH + Off-peak,06/02/2021,HB_SOUTH,HB_NORTH,Off-peak,07/01/2021,-2.7608,0.0,2021.JUL
DC_E + HB_NORTH + Off-peak,06/02/2021,DC_E,HB_NORTH,Off-peak,07/01/2021,-3.5146,-0.0428,2021.JUL
BOSQ_BSQS_34 + HB_NORTH + Off-peak,06/02/2021,BOSQ_BSQS_34,HB_NORTH,Off-peak,07/01/2021,-2.1866,0.3361,2021.JUL
HB_WEST + HB_NORTH + PeakWE,06/02/2021,HB_WEST,HB_NORTH,PeakWE,07/01/2021,-0.6472,1.6175,2021.JUL
HB_SOUTH + HB_NORTH + PeakWE,06/02/2021,HB_SOUTH,HB_NORTH,PeakWE,07/01/2021,-2.625,0.36,2021.JUL
DC_E + HB_NORTH + PeakWE,06/02/2021,DC_E,HB_NORTH,PeakWE,07/01/2021,-3.5059,0.0998,2021.JUL
PSG_PSG_GT2 + HB_HOUSTON + PeakWE,06/02/2021,PSG_PSG_GT2,HB_HOUSTON,PeakWE,07/01/2021,-3.8183,-0.7745,2021.JUL
HB_NORTH + HB_HOUSTON + PeakWE,06/02/2021,HB_NORTH,HB_HOUSTON,PeakWE,07/01/2021,-3.1405,1.7481,2021.JUL
DDPEC_GT1 + HB_HOUSTON + PeakWE,06/02/2021,DDPEC_GT1,HB_HOUSTON,PeakWE,07/01/2021,-1.6074,-1.1195,2021.JUL
BTE_PUN1 + HB_HOUSTON + PeakWE,06/02/2021,BTE_PUN1,HB_HOUSTON,PeakWE,07/01/2021,-0.7974,-0.4817,2021.JUL
HB_SOUTH + HB_HOUSTON + Off-peak,06/02/2021,HB_SOUTH,HB_HOUSTON,Off-peak,07/01/2021,-0.7852,0.95,2021.JUL
HB_NORTH + HB_HOUSTON + Off-peak,06/02/2021,HB_NORTH,HB_HOUSTON,Off-peak,07/01/2021,-2.0981,0.614,2021.JUL
DDPEC_GT3 + HB_HOUSTON + Off-peak,06/02/2021,DDPEC_GT3,HB_HOUSTON,Off-peak,07/01/2021,-0.5572,-0.1882,2021.JUL
DDPEC_GT2 + HB_HOUSTON + Off-peak,06/02/2021,DDPEC_GT2,HB_HOUSTON,Off-peak,07/01/2021,-0.5572,-0.4064,2021.JUL
DDPEC_GT1 + HB_HOUSTON + Off-peak,06/02/2021,DDPEC_GT1,HB_HOUSTON,Off-peak,07/01/2021,-0.5572,-0.2743,2021.JUL
HB_WEST + LZ_WEST + PeakWD,06/02/2021,HB_WEST,LZ_WEST,PeakWD,07/01/2021,0.1933,1.4579,2021.JUL
HB_SOUTH + LZ_SOUTH + PeakWD,06/02/2021,HB_SOUTH,LZ_SOUTH,PeakWD,07/01/2021,-0.6085,3.769,2021.JUL
HB_NORTH + LZ_NORTH + PeakWD,06/02/2021,HB_NORTH,LZ_NORTH,PeakWD,07/01/2021,0.037,1.56,2021.JUL
HB_SOUTH + LZ_LCRA + PeakWD,06/02/2021,HB_SOUTH,LZ_LCRA,PeakWD,07/01/2021,-0.6833,0.2744,2021.JUL
HB_HOUSTON + LZ_HOUSTON + PeakWD,06/02/2021,HB_HOUSTON,LZ_HOUSTON,PeakWD,07/01/2021,-0.0998,0.6315,2021.JUL
NED_NEDIN_G3 + HB_SOUTH + PeakWE,07/07/2021,NED_NEDIN_G3,HB_SOUTH,PeakWE,08/01/2021,-11.2072,,2021.AUG
DUKE_GT2_CCU + HB_SOUTH + PeakWE,07/07/2021,DUKE_GT2_CCU,HB_SOUTH,PeakWE,08/01/2021,-11.2444,,2021.AUG
HB_WEST + HB_NORTH + PeakWD,07/07/2021,HB_WEST,HB_NORTH,PeakWD,08/01/2021,-1.0663,1.6878,2021.AUG
HB_SOUTH + HB_NORTH + PeakWD,07/07/2021,HB_SOUTH,HB_NORTH,PeakWD,08/01/2021,-1.9687,0.32,2021.AUG
DC_E + HB_NORTH + PeakWD,07/07/2021,DC_E,HB_NORTH,PeakWD,08/01/2021,-3.1956,-0.0823,2021.AUG
HB_WEST + LZ_WEST + PeakWD,07/07/2021,HB_WEST,LZ_WEST,PeakWD,08/01/2021,0.1933,1.8498,2021.AUG
HB_SOUTH + HB_HOUSTON + Off-peak,07/07/2021,HB_SOUTH,HB_HOUSTON,Off-peak,08/01/2021,-0.7852,,2021.AUG
CHE_LYD + HB_HOUSTON + Off-peak,07/07/2021,CHE_LYD,HB_HOUSTON,Off-peak,08/01/2021,-0.2131,,2021.AUG
CAL_PUN2 + HB_HOUSTON + Off-peak,07/07/2021,CAL_PUN2,HB_HOUSTON,Off-peak,08/01/2021,-0.5491,,2021.AUG
BTE_PUN2 + HB_HOUSTON + Off-peak,07/07/2021,BTE_PUN2,HB_HOUSTON,Off-peak,08/01/2021,-0.2377,,2021.AUG
HB_SOUTH + LZ_SOUTH + PeakWD,07/07/2021,HB_SOUTH,LZ_SOUTH,PeakWD,08/01/2021,-0.6085,4.0716,2021.AUG
HB_NORTH + LZ_NORTH + PeakWD,07/07/2021,HB_NORTH,LZ_NORTH,PeakWD,08/01/2021,0.037,1.6382,2021.AUG
HB_SOUTH + LZ_LCRA + PeakWD,07/07/2021,HB_SOUTH,LZ_LCRA,PeakWD,08/01/2021,-0.6833,0.2744,2021.AUG
HB_HOUSTON + LZ_HOUSTON + PeakWD,07/07/2021,HB_HOUSTON,LZ_HOUSTON,PeakWD,08/01/2021,-0.0998,0.6785,2021.AUG
NED_NEDIN_G3 + HB_SOUTH + Off-peak,07/07/2021,NED_NEDIN_G3,HB_SOUTH,Off-peak,08/01/2021,-2.679,,2021.AUG
NED_NEDIN_G1 + HB_SOUTH + Off-peak,07/07/2021,NED_NEDIN_G1,HB_SOUTH,Off-peak,08/01/2021,-2.679,,2021.AUG
FREC_2_CCU + HB_NORTH + PeakWE,07/07/2021,FREC_2_CCU,HB_NORTH,PeakWE,08/01/2021,-1.4348,,2021.AUG
FREC_1_CCU + HB_NORTH + PeakWE,07/07/2021,FREC_1_CCU,HB_NORTH,PeakWE,08/01/2021,-1.4098,,2021.AUG
BOSQ_BSQS_34 + HB_NORTH + PeakWE,07/07/2021,BOSQ_BSQS_34,HB_NORTH,PeakWE,08/01/2021,-2.2545,,2021.AUG
BOSQ_BSQS_12 + HB_NORTH + PeakWE,07/07/2021,BOSQ_BSQS_12,HB_NORTH,PeakWE,08/01/2021,-1.5626,,2021.AUG
BOSQ_BSQSU_5 + HB_NORTH + PeakWE,07/07/2021,BOSQ_BSQSU_5,HB_NORTH,PeakWE,08/01/2021,-1.5626,,2021.AUG
HB_NORTH + HB_HOUSTON + Off-peak,07/07/2021,HB_NORTH,HB_HOUSTON,Off-peak,08/01/2021,-2.0981,0.7595,2021.AUG
DDPEC_GT3 + HB_HOUSTON + Off-peak,07/07/2021,DDPEC_GT3,HB_HOUSTON,Off-peak,08/01/2021,-0.5672,-0.1882,2021.AUG
DDPEC_GT2 + HB_HOUSTON + Off-peak,07/07/2021,DDPEC_GT2,HB_HOUSTON,Off-peak,08/01/2021,-0.5673,-0.4064,2021.AUG
DDPEC_GT1 + HB_HOUSTON + Off-peak,07/07/2021,DDPEC_GT1,HB_HOUSTON,Off-peak,08/01/2021,-0.5673,-0.2564,2021.AUG
FREC_2_CCU + HB_NORTH + Off-peak,07/07/2021,FREC_2_CCU,HB_NORTH,Off-peak,08/01/2021,-1.4237,,2021.AUG
FREC_1_CCU + HB_NORTH + Off-peak,07/07/2021,FREC_1_CCU,HB_NORTH,Off-peak,08/01/2021,-1.3952,,2021.AUG
BOSQ_BSQS_12 + HB_NORTH + Off-peak,07/07/2021,BOSQ_BSQS_12,HB_NORTH,Off-peak,08/01/2021,-0.9554,,2021.AUG
BOSQ_BSQSU_5 + HB_NORTH + Off-peak,07/07/2021,BOSQ_BSQSU_5,HB_NORTH,Off-peak,08/01/2021,-0.9554,,2021.AUG
PSG_PSG_GT2 + HB_HOUSTON + PeakWE,07/07/2021,PSG_PSG_GT2,HB_HOUSTON,PeakWE,08/01/2021,-1.4015,-0.7745,2021.AUG
HB_NORTH + HB_HOUSTON + PeakWE,07/07/2021,HB_NORTH,HB_HOUSTON,PeakWE,08/01/2021,-3.1405,1.51,2021.AUG
DDPEC_GT1 + HB_HOUSTON + PeakWE,07/07/2021,DDPEC_GT1,HB_HOUSTON,PeakWE,08/01/2021,-1.6074,-1.1195,2021.AUG
BTE_PUN1 + HB_HOUSTON + PeakWE,07/07/2021,BTE_PUN1,HB_HOUSTON,PeakWE,08/01/2021,-0.7974,-0.4817,2021.AUG
