Path,TargetDate,Source,Sink,TimeOfUse,StartDate,ACI99,ACP,FileName
HB_NORTH + HB_SOUTH + Off-peak,12/01/2021,HB_NORTH,HB_SOUTH,Off-peak,01/01/2022,-4.8031,-0.9796,2022.JAN
STELLA_RN + HB_SOUTH + Off-peak,12/01/2021,STELLA_RN,HB_SOUTH,Off-peak,01/01/2022,-1.0509,0.6535,2022.JAN
DC_E + HB_NORTH + Off-peak,12/01/2021,DC_E,HB_NORTH,Off-peak,01/01/2022,-3.5146,-0.287,2022.JAN
HB_SOUTH + HB_NORTH + Off-peak,12/01/2021,HB_SOUTH,HB_NORTH,Off-peak,01/01/2022,-2.7608,0.9796,2022.JAN
HB_WEST + HB_NORTH + Off-peak,12/01/2021,HB_WEST,HB_NORTH,Off-peak,01/01/2022,-0.3035,2.45,2022.JAN
HB_SOUTH + LZ_SOUTH + PeakWD,01/05/2022,HB_SOUTH,LZ_SOUTH,PeakWD,02/01/2022,-0.2353,2.6318,2022.FEB
FREC_1_CCU + HB_NORTH + PeakWD,01/05/2022,FREC_1_CCU,HB_NORTH,PeakWD,02/01/2022,-1.4261,-0.2,2022.FEB
DC_E + HB_NORTH + PeakWD,01/05/2022,DC_E,HB_NORTH,PeakWD,02/01/2022,-3.1956,-0.25,2022.FEB
HB_NORTH + HB_HOUSTON + Off-peak,01/05/2022,HB_NORTH,HB_HOUSTON,Off-peak,02/01/2022,-2.2468,0.0224,2022.FEB
HB_SOUTH + LZ_LCRA + Off-peak,01/05/2022,HB_SOUTH,LZ_LCRA,Off-peak,02/01/2022,-1.5703,0.3104,2022.FEB
HB_NORTH + LZ_NORTH + Off-peak,01/05/2022,HB_NORTH,LZ_NORTH,Off-peak,02/01/2022,-0.1701,0.4165,2022.FEB
DC_E + HB_NORTH + Off-peak,01/05/2022,DC_E,HB_NORTH,Off-peak,02/01/2022,-3.0643,-0.287,2022.FEB
HB_NORTH + HB_HOUSTON + PeakWE,01/05/2022,HB_NORTH,HB_HOUSTON,PeakWE,02/01/2022,-3.1405,0.42,2022.FEB
HB_WEST + HB_NORTH + PeakWE,01/05/2022,HB_WEST,HB_NORTH,PeakWE,02/01/2022,-0.605,4.27,2022.FEB
HB_SOUTH + HB_NORTH + PeakWE,01/05/2022,HB_SOUTH,HB_NORTH,PeakWE,02/01/2022,-2.625,1.7,2022.FEB
HB_HOUSTON + LZ_HOUSTON + PeakWE,01/05/2022,HB_HOUSTON,LZ_HOUSTON,PeakWE,02/01/2022,-0.1166,0.2312,2022.FEB
HB_SOUTH + HB_HOUSTON + PeakWE,01/05/2022,HB_SOUTH,HB_HOUSTON,PeakWE,02/01/2022,-1.0372,0.625,2022.FEB
HB_SOUTH + LZ_SOUTH + PeakWE,01/05/2022,HB_SOUTH,LZ_SOUTH,PeakWE,02/01/2022,-10.728,1.4459,2022.FEB
HB_SOUTH + LZ_SOUTH + Off-peak,01/05/2022,HB_SOUTH,LZ_SOUTH,Off-peak,02/01/2022,-0.492,0.55,2022.FEB
HB_WEST + LZ_WEST + Off-peak,01/05/2022,HB_WEST,LZ_WEST,Off-peak,02/01/2022,-0.0285,0.5801,2022.FEB
HB_NORTH + LZ_NORTH + PeakWE,01/05/2022,HB_NORTH,LZ_NORTH,PeakWE,02/01/2022,-0.0773,0.6073,2022.FEB
HB_HOUSTON + LZ_HOUSTON + Off-peak,01/05/2022,HB_HOUSTON,LZ_HOUSTON,Off-peak,02/01/2022,-0.0462,0.0996,2022.FEB
HB_WEST + HB_NORTH + Off-peak,01/05/2022,HB_WEST,HB_NORTH,Off-peak,02/01/2022,-0.2966,2.7443,2022.FEB
HB_NORTH + HB_SOUTH + Off-peak,01/05/2022,HB_NORTH,HB_SOUTH,Off-peak,02/01/2022,-5.2105,-1.0597,2022.FEB
HB_WEST + LZ_WEST + PeakWE,01/05/2022,HB_WEST,LZ_WEST,PeakWE,02/01/2022,-0.1592,1.5091,2022.FEB
HB_SOUTH + HB_NORTH + Off-peak,01/05/2022,HB_SOUTH,HB_NORTH,Off-peak,02/01/2022,-2.7608,1.0597,2022.FEB
STELLA_RN + HB_SOUTH + Off-peak,01/05/2022,STELLA_RN,HB_SOUTH,Off-peak,02/01/2022,-1.0509,0.6481,2022.FEB
HB_SOUTH + LZ_LCRA + PeakWE,01/05/2022,HB_SOUTH,LZ_LCRA,PeakWE,02/01/2022,-0.5163,0.7486,2022.FEB
STELLA_RN + HB_SOUTH + PeakWE,01/05/2022,STELLA_RN,HB_SOUTH,PeakWE,02/01/2022,-10.0625,0.7941,2022.FEB
DC_E + HB_NORTH + PeakWE,01/05/2022,DC_E,HB_NORTH,PeakWE,02/01/2022,-3.0554,-0.2425,2022.FEB
HB_NORTH + HB_SOUTH + PeakWE,01/05/2022,HB_NORTH,HB_SOUTH,PeakWE,02/01/2022,-8.1888,-1.7,2022.FEB
HB_NORTH + HB_SOUTH + PeakWD,01/05/2022,HB_NORTH,HB_SOUTH,PeakWD,02/01/2022,-8.4452,-1.85,2022.FEB
HB_SOUTH + LZ_LCRA + PeakWD,01/05/2022,HB_SOUTH,LZ_LCRA,PeakWD,02/01/2022,-0.6833,0.8756,2022.FEB
HB_WEST + LZ_WEST + PeakWD,01/05/2022,HB_WEST,LZ_WEST,PeakWD,02/01/2022,0.1933,1.7006,2022.FEB
BVE_UNIT3 + HB_HOUSTON + PeakWD,01/05/2022,BVE_UNIT3,HB_HOUSTON,PeakWD,02/01/2022,-0.7439,0.5052,2022.FEB
HB_HOUSTON + LZ_HOUSTON + PeakWD,01/05/2022,HB_HOUSTON,LZ_HOUSTON,PeakWD,02/01/2022,-0.277,0.2034,2022.FEB
HB_SOUTH + HB_HOUSTON + PeakWD,01/05/2022,HB_SOUTH,HB_HOUSTON,PeakWD,02/01/2022,-0.9434,0.705,2022.FEB
HB_NORTH + LZ_NORTH + PeakWD,01/05/2022,HB_NORTH,LZ_NORTH,PeakWD,02/01/2022,0.037,0.7,2022.FEB
HB_WEST + HB_NORTH + PeakWD,01/05/2022,HB_WEST,HB_NORTH,PeakWD,02/01/2022,-1.0663,4.0119,2022.FEB
HB_SOUTH + HB_NORTH + PeakWD,01/05/2022,HB_SOUTH,HB_NORTH,PeakWD,02/01/2022,-1.9687,1.85,2022.FEB
STELLA_RN + HB_SOUTH + PeakWD,01/05/2022,STELLA_RN,HB_SOUTH,PeakWD,02/01/2022,-13.0624,0.6874,2022.FEB
HB_NORTH + HB_HOUSTON + PeakWD,01/05/2022,HB_NORTH,HB_HOUSTON,PeakWD,02/01/2022,-2.754,0.2607,2022.FEB
HB_NORTH + HB_HOUSTON + PeakWE,02/02/2022,HB_NORTH,HB_HOUSTON,PeakWE,03/01/2022,-3.1405,0.42,2022.MAR
HB_SOUTH + LZ_SOUTH + PeakWE,02/02/2022,HB_SOUTH,LZ_SOUTH,PeakWE,03/01/2022,-10.728,1.4459,2022.MAR
HB_HOUSTON + LZ_HOUSTON + PeakWE,02/02/2022,HB_HOUSTON,LZ_HOUSTON,PeakWE,03/01/2022,-0.1166,0.2312,2022.MAR
HB_SOUTH + HB_NORTH + PeakWE,02/02/2022,HB_SOUTH,HB_NORTH,PeakWE,03/01/2022,-2.625,1.7,2022.MAR
HB_NORTH + HB_SOUTH + PeakWE,02/02/2022,HB_NORTH,HB_SOUTH,PeakWE,03/01/2022,-8.1888,-1.7,2022.MAR
FREC_1_CCU + HB_NORTH + PeakWD,02/02/2022,FREC_1_CCU,HB_NORTH,PeakWD,03/01/2022,-1.4261,-0.2,2022.MAR
DC_E + HB_NORTH + PeakWD,02/02/2022,DC_E,HB_NORTH,PeakWD,03/01/2022,-3.1956,-0.25,2022.MAR
BVE_UNIT3 + HB_HOUSTON + PeakWD,02/02/2022,BVE_UNIT3,HB_HOUSTON,PeakWD,03/01/2022,-0.7439,0.7267,2022.MAR
HB_SOUTH + LZ_SOUTH + PeakWD,02/02/2022,HB_SOUTH,LZ_SOUTH,PeakWD,03/01/2022,-0.2353,2.2949,2022.MAR
HB_NORTH + LZ_NORTH + PeakWD,02/02/2022,HB_NORTH,LZ_NORTH,PeakWD,03/01/2022,0.037,0.8025,2022.MAR
STELLA_RN + HB_SOUTH + PeakWD,02/02/2022,STELLA_RN,HB_SOUTH,PeakWD,03/01/2022,-13.0624,1.0247,2022.MAR
HB_SOUTH + HB_NORTH + PeakWD,02/02/2022,HB_SOUTH,HB_NORTH,PeakWD,03/01/2022,-1.9687,1.7492,2022.MAR
HB_SOUTH + LZ_LCRA + Off-peak,02/02/2022,HB_SOUTH,LZ_LCRA,Off-peak,03/01/2022,-1.5703,0.2192,2022.MAR
HB_HOUSTON + LZ_HOUSTON + Off-peak,02/02/2022,HB_HOUSTON,LZ_HOUSTON,Off-peak,03/01/2022,-0.0462,0.0996,2022.MAR
HB_NORTH + LZ_NORTH + Off-peak,02/02/2022,HB_NORTH,LZ_NORTH,Off-peak,03/01/2022,-0.1701,0.4165,2022.MAR
HB_SOUTH + LZ_SOUTH + Off-peak,02/02/2022,HB_SOUTH,LZ_SOUTH,Off-peak,03/01/2022,-0.5504,0.55,2022.MAR
HB_WEST + LZ_WEST + Off-peak,02/02/2022,HB_WEST,LZ_WEST,Off-peak,03/01/2022,-0.0285,0.5801,2022.MAR
HB_SOUTH + HB_WEST + Off-peak,02/02/2022,HB_SOUTH,HB_WEST,Off-peak,03/01/2022,-9.0904,-3.2624,2022.MAR
HB_WEST + HB_NORTH + Off-peak,02/02/2022,HB_WEST,HB_NORTH,Off-peak,03/01/2022,-0.1291,2.7443,2022.MAR
HB_NORTH + HB_SOUTH + Off-peak,02/02/2022,HB_NORTH,HB_SOUTH,Off-peak,03/01/2022,-5.2105,-1.0597,2022.MAR
HB_NORTH + LZ_NORTH + PeakWE,02/02/2022,HB_NORTH,LZ_NORTH,PeakWE,03/01/2022,-0.0773,0.6073,2022.MAR
HB_WEST + LZ_WEST + PeakWE,02/02/2022,HB_WEST,LZ_WEST,PeakWE,03/01/2022,-0.1592,1.5091,2022.MAR
DC_E + HB_NORTH + PeakWE,02/02/2022,DC_E,HB_NORTH,PeakWE,03/01/2022,-3.0554,-0.2425,2022.MAR
HB_WEST + HB_NORTH + PeakWE,02/02/2022,HB_WEST,HB_NORTH,PeakWE,03/01/2022,-0.605,4.27,2022.MAR
NED_NEDIN_G3 + HB_SOUTH + PeakWE,02/02/2022,NED_NEDIN_G3,HB_SOUTH,PeakWE,03/01/2022,-10.0724,-4.3489,2022.MAR
HB_SOUTH + LZ_LCRA + PeakWE,02/02/2022,HB_SOUTH,LZ_LCRA,PeakWE,03/01/2022,-0.5163,0.7486,2022.MAR
DUKE_GST1CCU + HB_SOUTH + PeakWE,02/02/2022,DUKE_GST1CCU,HB_SOUTH,PeakWE,03/01/2022,-10.0154,-4.5348,2022.MAR
STELLA_RN + HB_SOUTH + PeakWE,02/02/2022,STELLA_RN,HB_SOUTH,PeakWE,03/01/2022,-10.0625,0.8819,2022.MAR
HB_SOUTH + HB_WEST + PeakWD,02/02/2022,HB_SOUTH,HB_WEST,PeakWD,03/01/2022,-13.8056,-2.7082,2022.MAR
HB_SOUTH + LZ_LCRA + PeakWD,02/02/2022,HB_SOUTH,LZ_LCRA,PeakWD,03/01/2022,-0.6833,0.8756,2022.MAR
HB_NORTH + HB_HOUSTON + PeakWD,02/02/2022,HB_NORTH,HB_HOUSTON,PeakWD,03/01/2022,-2.754,0.565,2022.MAR
HB_NORTH + HB_SOUTH + PeakWD,02/02/2022,HB_NORTH,HB_SOUTH,PeakWD,03/01/2022,-8.4452,-1.7492,2022.MAR
HB_WEST + LZ_WEST + PeakWD,02/02/2022,HB_WEST,LZ_WEST,PeakWD,03/01/2022,0.1933,2.1826,2022.MAR
HB_HOUSTON + LZ_HOUSTON + PeakWD,02/02/2022,HB_HOUSTON,LZ_HOUSTON,PeakWD,03/01/2022,-0.277,0.3438,2022.MAR
HB_WEST + HB_NORTH + PeakWD,02/02/2022,HB_WEST,HB_NORTH,PeakWD,03/01/2022,-1.0663,4.5,2022.MAR
DUKE_GST1CCU + HB_SOUTH + PeakWD,02/02/2022,DUKE_GST1CCU,HB_SOUTH,PeakWD,03/01/2022,-23.2356,-10.6277,2022.MAR
HB_NORTH + HB_HOUSTON + Off-peak,02/02/2022,HB_NORTH,HB_HOUSTON,Off-peak,03/01/2022,-2.2468,0.0224,2022.MAR
STELLA_RN + HB_SOUTH + Off-peak,02/02/2022,STELLA_RN,HB_SOUTH,Off-peak,03/01/2022,-1.0509,1.0626,2022.MAR
DC_E + HB_NORTH + Off-peak,02/02/2022,DC_E,HB_NORTH,Off-peak,03/01/2022,-3.0643,-0.287,2022.MAR
HB_SOUTH + HB_NORTH + Off-peak,02/02/2022,HB_SOUTH,HB_NORTH,Off-peak,03/01/2022,-2.7608,1.0597,2022.MAR
STELLA_RN + HB_SOUTH + PeakWE,03/02/2022,STELLA_RN,HB_SOUTH,PeakWE,04/01/2022,-10.0625,0.9755,2022.APR
HB_WEST + HB_NORTH + PeakWE,03/02/2022,HB_WEST,HB_NORTH,PeakWE,04/01/2022,-0.605,7.2,2022.APR
DUKE_GST1CCU + HB_SOUTH + PeakWE,03/02/2022,DUKE_GST1CCU,HB_SOUTH,PeakWE,04/01/2022,-10.0154,-4.5348,2022.APR
HB_SOUTH + HB_NORTH + Off-peak,03/02/2022,HB_SOUTH,HB_NORTH,Off-peak,04/01/2022,-2.7608,0.5006,2022.APR
HB_SOUTH + LZ_LCRA + Off-peak,03/02/2022,HB_SOUTH,LZ_LCRA,Off-peak,04/01/2022,-1.5703,0.2135,2022.APR
HB_WEST + LZ_WEST + Off-peak,03/02/2022,HB_WEST,LZ_WEST,Off-peak,04/01/2022,-0.0285,1.2865,2022.APR
HB_WEST + LZ_WEST + PeakWE,03/02/2022,HB_WEST,LZ_WEST,PeakWE,04/01/2022,-0.1592,2.3903,2022.APR
HB_NORTH + HB_SOUTH + Off-peak,03/02/2022,HB_NORTH,HB_SOUTH,Off-peak,04/01/2022,-5.2105,-0.5006,2022.APR
HB_NORTH + HB_HOUSTON + Off-peak,03/02/2022,HB_NORTH,HB_HOUSTON,Off-peak,04/01/2022,-2.2468,1.332,2022.APR
HB_SOUTH + HB_HOUSTON + PeakWE,03/02/2022,HB_SOUTH,HB_HOUSTON,PeakWE,04/01/2022,-1.0372,1.97,2022.APR
DC_E + HB_NORTH + PeakWE,03/02/2022,DC_E,HB_NORTH,PeakWE,04/01/2022,-3.0554,-0.2425,2022.APR
DC_E + HB_NORTH + Off-peak,03/02/2022,DC_E,HB_NORTH,Off-peak,04/01/2022,-3.0643,-0.287,2022.APR
HB_NORTH + HB_HOUSTON + PeakWE,03/02/2022,HB_NORTH,HB_HOUSTON,PeakWE,04/01/2022,-3.1405,1.808,2022.APR
HB_SOUTH + HB_NORTH + PeakWE,03/02/2022,HB_SOUTH,HB_NORTH,PeakWE,04/01/2022,-2.625,1.5265,2022.APR
NED_NEDIN_G3 + HB_SOUTH + PeakWE,03/02/2022,NED_NEDIN_G3,HB_SOUTH,PeakWE,04/01/2022,-10.0724,-4.3489,2022.APR
HB_NORTH + HB_SOUTH + PeakWE,03/02/2022,HB_NORTH,HB_SOUTH,PeakWE,04/01/2022,-8.1888,-1.5265,2022.APR
HB_NORTH + LZ_NORTH + Off-peak,03/02/2022,HB_NORTH,LZ_NORTH,Off-peak,04/01/2022,-0.1701,0.38,2022.APR
HB_NORTH + LZ_NORTH + PeakWE,03/02/2022,HB_NORTH,LZ_NORTH,PeakWE,04/01/2022,-0.0773,0.7517,2022.APR
HB_NORTH + LZ_NORTH + PeakWD,03/02/2022,HB_NORTH,LZ_NORTH,PeakWD,04/01/2022,0.0381,0.8243,2022.APR
HB_WEST + LZ_WEST + PeakWD,03/02/2022,HB_WEST,LZ_WEST,PeakWD,04/01/2022,0.1933,3.3052,2022.APR
HB_SOUTH + LZ_SOUTH + PeakWD,03/02/2022,HB_SOUTH,LZ_SOUTH,PeakWD,04/01/2022,-0.4357,3.2322,2022.APR
HB_NORTH + HB_HOUSTON + PeakWD,03/02/2022,HB_NORTH,HB_HOUSTON,PeakWD,04/01/2022,-2.754,4.0745,2022.APR
BVE_UNIT3 + HB_HOUSTON + PeakWD,03/02/2022,BVE_UNIT3,HB_HOUSTON,PeakWD,04/01/2022,-0.7439,0.7914,2022.APR
HB_WEST + HB_NORTH + PeakWD,03/02/2022,HB_WEST,HB_NORTH,PeakWD,04/01/2022,-1.0663,8.0142,2022.APR
FREC_1_CCU + HB_NORTH + PeakWD,03/02/2022,FREC_1_CCU,HB_NORTH,PeakWD,04/01/2022,-1.4724,-0.2,2022.APR
HB_SOUTH + HB_NORTH + PeakWD,03/02/2022,HB_SOUTH,HB_NORTH,PeakWD,04/01/2022,-1.9687,0.77,2022.APR
HB_NORTH + HB_SOUTH + PeakWD,03/02/2022,HB_NORTH,HB_SOUTH,PeakWD,04/01/2022,-8.4452,-0.77,2022.APR
DC_E + HB_NORTH + PeakWD,03/02/2022,DC_E,HB_NORTH,PeakWD,04/01/2022,-3.1956,-0.25,2022.APR
HB_HOUSTON + LZ_HOUSTON + PeakWD,03/02/2022,HB_HOUSTON,LZ_HOUSTON,PeakWD,04/01/2022,-0.277,0.6158,2022.APR
STELLA_RN + HB_SOUTH + PeakWD,03/02/2022,STELLA_RN,HB_SOUTH,PeakWD,04/01/2022,-13.0624,1.2915,2022.APR
DUKE_GST1CCU + HB_SOUTH + PeakWD,03/02/2022,DUKE_GST1CCU,HB_SOUTH,PeakWD,04/01/2022,-23.2356,-9.57,2022.APR
HB_SOUTH + LZ_LCRA + PeakWD,03/02/2022,HB_SOUTH,LZ_LCRA,PeakWD,04/01/2022,-0.6603,0.8756,2022.APR
HB_SOUTH + HB_WEST + PeakWD,03/02/2022,HB_SOUTH,HB_WEST,PeakWD,04/01/2022,-13.8056,-2.9242,2022.APR
HB_SOUTH + LZ_SOUTH + Off-peak,03/02/2022,HB_SOUTH,LZ_SOUTH,Off-peak,04/01/2022,-0.7145,0.4688,2022.APR
HB_HOUSTON + LZ_HOUSTON + Off-peak,03/02/2022,HB_HOUSTON,LZ_HOUSTON,Off-peak,04/01/2022,-0.0462,0.0215,2022.APR
HB_HOUSTON + LZ_HOUSTON + PeakWE,03/02/2022,HB_HOUSTON,LZ_HOUSTON,PeakWE,04/01/2022,-0.1166,0.1705,2022.APR
HB_SOUTH + LZ_LCRA + PeakWE,03/02/2022,HB_SOUTH,LZ_LCRA,PeakWE,04/01/2022,-0.4247,0.7486,2022.APR
HB_SOUTH + LZ_SOUTH + PeakWE,03/02/2022,HB_SOUTH,LZ_SOUTH,PeakWE,04/01/2022,-10.728,2.2484,2022.APR
STELLA_RN + HB_SOUTH + Off-peak,03/02/2022,STELLA_RN,HB_SOUTH,Off-peak,04/01/2022,-1.0509,2.1621,2022.APR
HB_WEST + HB_NORTH + Off-peak,03/02/2022,HB_WEST,HB_NORTH,Off-peak,04/01/2022,-0.1291,3.8532,2022.APR
HB_SOUTH + HB_WEST + Off-peak,03/02/2022,HB_SOUTH,HB_WEST,Off-peak,04/01/2022,-9.0904,-2.8775,2022.APR
CHEDPW_GT2 + HB_HOUSTON + PeakWE,03/02/2022,CHEDPW_GT2,HB_HOUSTON,PeakWE,04/01/2022,-0.3584,,2022.APR
NED_NEDIN_G1 + HB_SOUTH + PeakWE,03/02/2022,NED_NEDIN_G1,HB_SOUTH,PeakWE,04/01/2022,-10.0724,,2022.APR
DDPEC_GT3 + HB_HOUSTON + PeakWE,03/02/2022,DDPEC_GT3,HB_HOUSTON,PeakWE,04/01/2022,-4.4897,,2022.APR
BVE_UNIT2 + HB_HOUSTON + PeakWE,03/02/2022,BVE_UNIT2,HB_HOUSTON,PeakWE,04/01/2022,-0.1797,,2022.APR
CCEC_GT1 + HB_SOUTH + PeakWD,03/02/2022,CCEC_GT1,HB_SOUTH,PeakWD,04/01/2022,-13.1793,,2022.APR
BVE_UNIT1 + HB_HOUSTON + PeakWE,03/02/2022,BVE_UNIT1,HB_HOUSTON,PeakWE,04/01/2022,-0.1797,,2022.APR
BTE_PUN1 + HB_HOUSTON + PeakWE,03/02/2022,BTE_PUN1,HB_HOUSTON,PeakWE,04/01/2022,-3.0399,,2022.APR
DDPEC_GT1 + HB_HOUSTON + PeakWE,03/02/2022,DDPEC_GT1,HB_HOUSTON,PeakWE,04/01/2022,-4.4897,,2022.APR
TEN_CT1_STG + HB_NORTH + PeakWE,03/02/2022,TEN_CT1_STG,HB_NORTH,PeakWE,04/01/2022,-14.8077,,2022.APR
CCEC_ST1 + HB_SOUTH + PeakWE,03/02/2022,CCEC_ST1,HB_SOUTH,PeakWE,04/01/2022,-14.0695,,2022.APR
CCEC_GT2 + HB_SOUTH + PeakWE,03/02/2022,CCEC_GT2,HB_SOUTH,PeakWE,04/01/2022,-14.0695,,2022.APR
CCEC_GT1 + HB_SOUTH + PeakWE,03/02/2022,CCEC_GT1,HB_SOUTH,PeakWE,04/01/2022,-14.0695,,2022.APR
SAN_SANMIGG1 + HB_SOUTH + PeakWE,03/02/2022,SAN_SANMIGG1,HB_SOUTH,PeakWE,04/01/2022,-2.8207,,2022.APR
DDPEC_GT6 + HB_HOUSTON + PeakWE,03/02/2022,DDPEC_GT6,HB_HOUSTON,PeakWE,04/01/2022,-4.4897,,2022.APR
WND_WHITNEY + HB_NORTH + PeakWE,03/02/2022,WND_WHITNEY,HB_NORTH,PeakWE,04/01/2022,-2.9727,,2022.APR
BOSQ_BSQS_12 + HB_NORTH + PeakWE,03/02/2022,BOSQ_BSQS_12,HB_NORTH,PeakWE,04/01/2022,-2.6608,,2022.APR
BOSQ_BSQS_34 + HB_NORTH + PeakWE,03/02/2022,BOSQ_BSQS_34,HB_NORTH,PeakWE,04/01/2022,-2.9653,,2022.APR
DDPEC_GT1 + HB_HOUSTON + Off-peak,03/02/2022,DDPEC_GT1,HB_HOUSTON,Off-peak,04/01/2022,-4.096,,2022.APR
CHE_LYD + HB_HOUSTON + Off-peak,03/02/2022,CHE_LYD,HB_HOUSTON,Off-peak,04/01/2022,-0.2679,,2022.APR
BTE_PUN1 + HB_HOUSTON + Off-peak,03/02/2022,BTE_PUN1,HB_HOUSTON,Off-peak,04/01/2022,-2.8773,,2022.APR
CHE_LYD + HB_HOUSTON + PeakWD,03/02/2022,CHE_LYD,HB_HOUSTON,PeakWD,04/01/2022,-1.0523,,2022.APR
CCEC_GT2 + HB_SOUTH + Off-peak,03/02/2022,CCEC_GT2,HB_SOUTH,Off-peak,04/01/2022,-26.5192,,2022.APR
CCEC_GT1 + HB_SOUTH + Off-peak,03/02/2022,CCEC_GT1,HB_SOUTH,Off-peak,04/01/2022,-26.5192,,2022.APR
BOSQ_BSQS_12 + HB_NORTH + PeakWD,03/02/2022,BOSQ_BSQS_12,HB_NORTH,PeakWD,04/01/2022,-4.1659,,2022.APR
PSG_PSG_GT2 + HB_HOUSTON + Off-peak,03/02/2022,PSG_PSG_GT2,HB_HOUSTON,Off-peak,04/01/2022,-3.5425,,2022.APR
BVE_UNIT1 + HB_HOUSTON + PeakWD,03/02/2022,BVE_UNIT1,HB_HOUSTON,PeakWD,04/01/2022,-0.7439,,2022.APR
CCEC_ST1 + HB_SOUTH + Off-peak,03/02/2022,CCEC_ST1,HB_SOUTH,Off-peak,04/01/2022,-26.5192,,2022.APR
SAN_SANMIGG1 + HB_SOUTH + PeakWD,03/02/2022,SAN_SANMIGG1,HB_SOUTH,PeakWD,04/01/2022,-2.1464,,2022.APR
NED_NEDIN_G3 + HB_SOUTH + PeakWD,03/02/2022,NED_NEDIN_G3,HB_SOUTH,PeakWD,04/01/2022,-23.1507,,2022.APR
SAN_SANMIGG1 + HB_SOUTH + Off-peak,03/02/2022,SAN_SANMIGG1,HB_SOUTH,Off-peak,04/01/2022,-1.7116,,2022.APR
BOSQ_BSQSU_5 + HB_NORTH + Off-peak,03/02/2022,BOSQ_BSQSU_5,HB_NORTH,Off-peak,04/01/2022,-1.9012,,2022.APR
TXCTY_CTA + HB_HOUSTON + PeakWD,03/02/2022,TXCTY_CTA,HB_HOUSTON,PeakWD,04/01/2022,-10.3132,,2022.APR
NED_NEDIN_G3 + HB_SOUTH + Off-peak,03/02/2022,NED_NEDIN_G3,HB_SOUTH,Off-peak,04/01/2022,-2.679,,2022.APR
TXCTY_CTC + HB_HOUSTON + PeakWD,03/02/2022,TXCTY_CTC,HB_HOUSTON,PeakWD,04/01/2022,-10.3132,,2022.APR
PSG_PSG_GT3 + HB_HOUSTON + PeakWD,03/02/2022,PSG_PSG_GT3,HB_HOUSTON,PeakWD,04/01/2022,-3.5405,,2022.APR
CHEDPW_GT2 + HB_HOUSTON + PeakWD,03/02/2022,CHEDPW_GT2,HB_HOUSTON,PeakWD,04/01/2022,-0.7844,,2022.APR
CCEC_GT2 + HB_SOUTH + PeakWD,03/02/2022,CCEC_GT2,HB_SOUTH,PeakWD,04/01/2022,-13.1793,,2022.APR
BTE_PUN1 + HB_HOUSTON + PeakWD,03/02/2022,BTE_PUN1,HB_HOUSTON,PeakWD,04/01/2022,-2.6322,,2022.APR
HB_SOUTH + HB_HOUSTON + PeakWD,03/02/2022,HB_SOUTH,HB_HOUSTON,PeakWD,04/01/2022,-0.9434,,2022.APR
BVE_UNIT2 + HB_HOUSTON + PeakWD,03/02/2022,BVE_UNIT2,HB_HOUSTON,PeakWD,04/01/2022,-0.7439,,2022.APR
DDPEC_GT1 + HB_HOUSTON + PeakWD,03/02/2022,DDPEC_GT1,HB_HOUSTON,PeakWD,04/01/2022,-7.3377,,2022.APR
CCEC_ST1 + HB_SOUTH + PeakWD,03/02/2022,CCEC_ST1,HB_SOUTH,PeakWD,04/01/2022,-13.1793,,2022.APR
HB_SOUTH + HB_HOUSTON + Off-peak,03/02/2022,HB_SOUTH,HB_HOUSTON,Off-peak,04/01/2022,-0.7852,,2022.APR
BOSQ_BSQS_12 + HB_NORTH + Off-peak,03/02/2022,BOSQ_BSQS_12,HB_NORTH,Off-peak,04/01/2022,-1.9012,,2022.APR
HB_SOUTH + HB_NORTH + PeakWE,04/06/2022,HB_SOUTH,HB_NORTH,PeakWE,05/01/2022,-2.625,0.7407,2022.MAY
DUKE_GST1CCU + HB_SOUTH + PeakWE,04/06/2022,DUKE_GST1CCU,HB_SOUTH,PeakWE,05/01/2022,-10.0154,-4.5348,2022.MAY
HB_SOUTH + LZ_LCRA + PeakWE,04/06/2022,HB_SOUTH,LZ_LCRA,PeakWE,05/01/2022,-0.4247,0.7486,2022.MAY
STELLA_RN + HB_SOUTH + PeakWE,04/06/2022,STELLA_RN,HB_SOUTH,PeakWE,05/01/2022,-10.0625,0.9346,2022.MAY
HB_HOUSTON + LZ_HOUSTON + PeakWE,04/06/2022,HB_HOUSTON,LZ_HOUSTON,PeakWE,05/01/2022,-0.1166,0.616,2022.MAY
HB_SOUTH + LZ_SOUTH + Off-peak,04/06/2022,HB_SOUTH,LZ_SOUTH,Off-peak,05/01/2022,-0.9501,0.4356,2022.MAY
BVE_UNIT2 + HB_HOUSTON + PeakWD,04/06/2022,BVE_UNIT2,HB_HOUSTON,PeakWD,05/01/2022,-0.7439,,2022.MAY
HB_NORTH + LZ_NORTH + PeakWE,04/06/2022,HB_NORTH,LZ_NORTH,PeakWE,05/01/2022,-0.1405,0.9205,2022.MAY
HB_WEST + LZ_WEST + PeakWE,04/06/2022,HB_WEST,LZ_WEST,PeakWE,05/01/2022,-0.1592,3.9634,2022.MAY
HB_WEST + HB_NORTH + Off-peak,04/06/2022,HB_WEST,HB_NORTH,Off-peak,05/01/2022,-0.1291,3.9169,2022.MAY
HB_NORTH + HB_SOUTH + Off-peak,04/06/2022,HB_NORTH,HB_SOUTH,Off-peak,05/01/2022,-5.2105,-0.2,2022.MAY
