Path,Plant,Size (MW),Bid_ID,CRR_ID,OriginalCRR_ID,AccountHolder,HedgeType,Portfolio,BidType,CRRType,Source,Sink,StartDate,EndDate,TimeOfUse,Bid24Hour,MW,ShadowPricePerMWH,BidMW,BidPricePerMWH,ACI99,ACP,CreditConsumed
NED_NEDIN_G2+HB_SOUTH,Magic Valley,213.6,90590022,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_08,BUY,PREAWARD,NED_NEDIN_G2,HB_SOUTH,08/01/2019,08/31/2019,PeakWD,No,0.0,3.006068,4.8,1.26,,,
NED_NEDIN_G3+HB_SOUTH,Magic Valley,255.5,90590038,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_08,BUY,PREAWARD,NED_NEDIN_G3,HB_SOUTH,08/01/2019,08/31/2019,PeakWD,No,0.0,3.006068,4.8,1.33,,,
PSG_PSG_GT2+HB_HOUSTON,Pasadena2,185,90590220,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_08,BUY,PREAWARD,PSG_PSG_GT2,HB_HOUSTON,08/01/2019,08/31/2019,PeakWE,No,0.0,0.086908,37.5,0.01,,,
PSG_PSG_GT3+HB_HOUSTON,Pasadena2,185,90589913,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_08,BUY,PREAWARD,PSG_PSG_GT3,HB_HOUSTON,08/01/2019,08/31/2019,PeakWD,No,0.0,0.142245,25.0,0.03,,,
PSG_PSG_ST1+HB_HOUSTON,Pasadena2,185,90589915,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_08,BUY,PREAWARD,PSG_PSG_ST1,HB_HOUSTON,08/01/2019,08/31/2019,PeakWD,No,0.0,0.142245,25.0,0.04,,,
TXCTY_CTA+HB_HOUSTON,Texas City,100.6,90590226,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_08,BUY,PREAWARD,TXCTY_CTA,HB_HOUSTON,08/01/2019,08/31/2019,PeakWE,No,0.0,0.04084,21.4,0.01,,,
TXCTY_CTB+HB_HOUSTON,Texas City,100.6,90590228,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_08,BUY,PREAWARD,TXCTY_CTB,HB_HOUSTON,08/01/2019,08/31/2019,PeakWE,No,0.0,0.04084,21.4,0.01,,,
TXCTY_CTC+HB_HOUSTON,Texas City,100.6,90590230,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_08,BUY,PREAWARD,TXCTY_CTC,HB_HOUSTON,08/01/2019,08/31/2019,PeakWE,No,0.0,0.04084,21.4,0.01,,,
TXCTY_ST+HB_HOUSTON,Texas City,131.5,90590231,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_08,BUY,PREAWARD,TXCTY_ST,HB_HOUSTON,08/01/2019,08/31/2019,PeakWE,No,0.0,0.04084,28.2,0.02,,,
DDPEC_GT6+HB_HOUSTON,Deer Park,174,91536426,91802645.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,DDPEC_GT6,HB_HOUSTON,09/01/2019,09/30/2019,Off-peak,No,25.0,0.03,25.0,0.04,,,
GUADG_CCU2+HB_SOUTH,Guadalupe2,516,91536123,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,GUADG_CCU2,HB_SOUTH,09/01/2019,09/30/2019,PeakWD,No,0.0,0.954865,18.7,0.25,,,
GUADG_CCU1+HB_SOUTH,Guadalupe1,516,91536121,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,GUADG_CCU1,HB_SOUTH,09/01/2019,09/30/2019,PeakWD,No,0.0,0.954865,18.7,0.16,,,
BOSQ_BSQS_34+HB_NORTH,Bosque138,244,91536485,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,BOSQ_BSQS_34,HB_NORTH,09/01/2019,09/30/2019,Off-peak,No,0.0,0.414711,17.0,0.21,,,
BOSQ_BSQS_12+HB_NORTH,Bosque345,324,91536481,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,BOSQ_BSQS_12,HB_NORTH,09/01/2019,09/30/2019,Off-peak,No,0.0,0.411131,20.0,0.17,,,
BOSQ_BSQSU_5+HB_NORTH,Bosque345,222,91536489,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,BOSQ_BSQSU_5,HB_NORTH,09/01/2019,09/30/2019,Off-peak,No,0.0,0.411131,14.0,0.25,,,
BTE_BTE_G1+HB_HOUSTON,Baytown,202,91545225,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,BTE_BTE_G1,HB_HOUSTON,09/01/2019,09/30/2019,PeakWD,No,0.0,0.212725,12.9,0.13,,,
BTE_BTE_G2+HB_HOUSTON,Baytown,202,91545229,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,BTE_BTE_G2,HB_HOUSTON,09/01/2019,09/30/2019,PeakWD,No,0.0,0.212725,10.7,0.15,,,
BTE_BTE_G3+HB_HOUSTON,Baytown,202,91545240,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,BTE_BTE_G3,HB_HOUSTON,09/01/2019,09/30/2019,PeakWD,No,0.0,0.212725,10.7,0.13,,,
BTE_BTE_G4+HB_HOUSTON,Baytown,250,91545244,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,BTE_BTE_G4,HB_HOUSTON,09/01/2019,09/30/2019,PeakWD,No,0.0,0.212725,10.7,0.14,,,
BVE_UNIT1+HB_HOUSTON,Brazos Valley,169,91536404,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,BVE_UNIT1,HB_HOUSTON,09/01/2019,09/30/2019,Off-peak,No,0.0,0.150325,35.3,0.01,,,
BVE_UNIT2+HB_HOUSTON,Brazos Valley,169,91536406,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,BVE_UNIT2,HB_HOUSTON,09/01/2019,09/30/2019,Off-peak,No,0.0,0.150325,35.3,0.01,,,
BVE_UNIT3+HB_HOUSTON,Brazos Valley,270,91536408,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,BVE_UNIT3,HB_HOUSTON,09/01/2019,09/30/2019,Off-peak,No,0.0,0.150325,48.8,0.01,,,
CAL_PUN1+HB_HOUSTON,Pasadena1,180,91536409,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,CAL_PUN1,HB_HOUSTON,09/01/2019,09/30/2019,Off-peak,No,0.0,0.069666,14.7,0.01,,,
CAL_PUN2+HB_HOUSTON,Pasadena1,70,91536411,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,CAL_PUN2,HB_HOUSTON,09/01/2019,09/30/2019,Off-peak,No,0.0,0.069666,26.7,0.01,,,
CCEC_GT1+HB_SOUTH,Corpus Christi,207,91536435,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,CCEC_GT1,HB_SOUTH,09/01/2019,09/30/2019,Off-peak,No,0.0,0.593427,13.5,0.06,,,
CCEC_GT2+HB_SOUTH,Corpus Christi,207,91536440,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,CCEC_GT2,HB_SOUTH,09/01/2019,09/30/2019,Off-peak,No,0.0,0.593427,13.5,0.06,,,
CCEC_ST1+HB_SOUTH,Corpus Christi,196,91536445,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,CCEC_ST1,HB_SOUTH,09/01/2019,09/30/2019,Off-peak,No,0.0,0.593427,15.0,0.06,,,
CHEDPW_GT2+HB_HOUSTON,Channel345,406,91545327,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,CHEDPW_GT2,HB_HOUSTON,09/01/2019,09/30/2019,PeakWD,No,0.0,0.180789,15.4,0.11,,,
CHE_LYD+HB_HOUSTON,Channel138,146.5,91545314,91802801.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,CHE_LYD,HB_HOUSTON,09/01/2019,09/30/2019,PeakWD,No,13.9,0.078141,13.9,0.09,,,
CHE_LYD2+HB_HOUSTON,Channel138,182.7,91545320,91802807.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,CHE_LYD2,HB_HOUSTON,09/01/2019,09/30/2019,PeakWD,No,17.1,0.078141,17.1,0.08,,,
DDPEC_GT1+HB_HOUSTON,Deer Park,190,91536414,91802633.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,DDPEC_GT1,HB_HOUSTON,09/01/2019,09/30/2019,Off-peak,No,25.0,0.03,25.0,0.04,,,
DDPEC_GT2+HB_HOUSTON,Deer Park,202,91536418,91802637.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,DDPEC_GT2,HB_HOUSTON,09/01/2019,09/30/2019,Off-peak,No,10.8,0.03,25.0,0.03,,,
DDPEC_GT3+HB_HOUSTON,Deer Park,190,91536421,91802640.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,DDPEC_GT3,HB_HOUSTON,09/01/2019,09/30/2019,Off-peak,No,10.8,0.03,25.0,0.03,,,
DDPEC_GT4+HB_HOUSTON,Deer Park,202,91536423,91802642.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,DDPEC_GT4,HB_HOUSTON,09/01/2019,09/30/2019,Off-peak,No,25.0,0.03,25.0,0.04,,,
DDPEC_ST1+HB_HOUSTON,Deer Park,290,91536428,91802647.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,DDPEC_ST1,HB_HOUSTON,09/01/2019,09/30/2019,Off-peak,No,33.3,0.03,33.3,0.05,,,
DUKE_GST1CCU+HB_SOUTH,Hidalgo,315,91536448,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,DUKE_GST1CCU,HB_SOUTH,09/01/2019,09/30/2019,Off-peak,No,0.0,1.466832,49.0,0.06,,,
DUKE_GT2_CCU+HB_SOUTH,Hidalgo,143,91536449,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,DUKE_GT2_CCU,HB_SOUTH,09/01/2019,09/30/2019,Off-peak,No,0.0,1.466832,24.5,0.1,,,
FREC_1_CCU+HB_NORTH,Freestone1,491,91536471,91802690.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,FREC_1_CCU,HB_NORTH,09/01/2019,09/30/2019,Off-peak,No,42.6,0.048247,42.6,0.06,,,
FREC_2_CCU+HB_NORTH,Freestone2,491,91536472,91802691.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,FREC_2_CCU,HB_NORTH,09/01/2019,09/30/2019,Off-peak,No,42.6,0.0746,42.6,0.1,,,
NED_NEDIN_G1+HB_SOUTH,Magic Valley,213.6,91536452,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,NED_NEDIN_G1,HB_SOUTH,09/01/2019,09/30/2019,Off-peak,No,0.0,1.383285,20.2,0.2,,,
NED_NEDIN_G2+HB_SOUTH,Magic Valley,213.6,91536457,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,NED_NEDIN_G2,HB_SOUTH,09/01/2019,09/30/2019,Off-peak,No,0.0,1.383285,20.2,0.2,,,
NED_NEDIN_G3+HB_SOUTH,Magic Valley,255.5,91536462,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,NED_NEDIN_G3,HB_SOUTH,09/01/2019,09/30/2019,Off-peak,No,0.0,1.383285,20.2,0.2,,,
PSG_PSG_GT2+HB_HOUSTON,Pasadena2,185,91545377,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,PSG_PSG_GT2,HB_HOUSTON,09/01/2019,09/30/2019,PeakWD,No,0.0,0.14,10.7,0.1,,,
PSG_PSG_GT3+HB_HOUSTON,Pasadena2,185,91545382,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,PSG_PSG_GT3,HB_HOUSTON,09/01/2019,09/30/2019,PeakWD,No,0.0,0.14,10.7,0.12,,,
PSG_PSG_ST1+HB_HOUSTON,Pasadena2,185,91545386,91802873.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,PSG_PSG_ST1,HB_HOUSTON,09/01/2019,09/30/2019,PeakWD,No,10.7,0.14,10.7,0.15,,,
TXCTY_CTA+HB_HOUSTON,Texas City,100.6,91545393,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,TXCTY_CTA,HB_HOUSTON,09/01/2019,09/30/2019,PeakWD,No,0.0,0.08734,21.4,0.02,,,
TXCTY_CTB+HB_HOUSTON,Texas City,100.6,91545395,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,TXCTY_CTB,HB_HOUSTON,09/01/2019,09/30/2019,PeakWD,No,0.0,0.08734,21.4,0.02,,,
TXCTY_CTC+HB_HOUSTON,Texas City,100.6,91545397,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,TXCTY_CTC,HB_HOUSTON,09/01/2019,09/30/2019,PeakWD,No,0.0,0.08734,21.4,0.02,,,
TXCTY_ST+HB_HOUSTON,Texas City,131.5,91545400,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_09,BUY,PREAWARD,TXCTY_ST,HB_HOUSTON,09/01/2019,09/30/2019,PeakWD,No,0.0,0.08734,28.2,0.01,,,
DDPEC_GT6+HB_HOUSTON,Deer Park,174,92500796,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,DDPEC_GT6,HB_HOUSTON,10/01/2019,10/31/2019,PeakWE,No,0.0,0.190523,10.7,0.13,,,
GUADG_CCU2+HB_SOUTH,Guadalupe2,516,92500906,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,GUADG_CCU2,HB_SOUTH,10/01/2019,10/31/2019,PeakWE,No,0.0,0.562509,41.2,0.1,,,
GUADG_CCU1+HB_SOUTH,Guadalupe1,516,92500902,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,GUADG_CCU1,HB_SOUTH,10/01/2019,10/31/2019,PeakWE,No,0.0,0.562509,41.2,0.09,,,
BOSQ_BSQS_34+HB_NORTH,Bosque138,244,92500657,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,BOSQ_BSQS_34,HB_NORTH,10/01/2019,10/31/2019,PeakWD,No,0.0,1.390674,6.0,0.79,,,
BOSQ_BSQS_12+HB_NORTH,Bosque345,324,92500650,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,BOSQ_BSQS_12,HB_NORTH,10/01/2019,10/31/2019,PeakWD,No,0.0,1.462291,7.1,0.69,,,
BOSQ_BSQSU_5+HB_NORTH,Bosque345,222,92500894,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,BOSQ_BSQSU_5,HB_NORTH,10/01/2019,10/31/2019,PeakWE,No,0.0,0.849755,7.6,0.46,,,
BTE_BTE_G1+HB_HOUSTON,Baytown,202,92500715,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,BTE_BTE_G1,HB_HOUSTON,10/01/2019,10/31/2019,PeakWE,No,0.0,0.184877,12.9,0.13,,,
BTE_BTE_G2+HB_HOUSTON,Baytown,202,92500418,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,BTE_BTE_G2,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,0.0,0.362283,6.8,0.22,,,
BTE_BTE_G3+HB_HOUSTON,Baytown,202,92500425,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,BTE_BTE_G3,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,0.0,0.362283,6.8,0.24,,,
BTE_BTE_G4+HB_HOUSTON,Baytown,250,92500437,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,BTE_BTE_G4,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,0.0,0.362283,6.8,0.24,,,
BVE_UNIT1+HB_HOUSTON,Brazos Valley,169,92500741,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,BVE_UNIT1,HB_HOUSTON,10/01/2019,10/31/2019,PeakWE,No,0.0,0.764338,23.5,0.04,,,
BVE_UNIT2+HB_HOUSTON,Brazos Valley,169,92500453,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,BVE_UNIT2,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,0.0,1.058084,14.1,0.07,,,
BVE_UNIT3+HB_HOUSTON,Brazos Valley,270,92500459,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,BVE_UNIT3,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,0.0,1.058084,19.5,0.06,,,
CAL_PUN1+HB_HOUSTON,Pasadena1,180,92500917,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,CAL_PUN1,HB_HOUSTON,10/01/2019,10/31/2019,Off-peak,No,0.0,0.037064,14.7,0.01,,,
CAL_PUN2+HB_HOUSTON,Pasadena1,70,92500468,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,CAL_PUN2,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,0.0,0.151566,10.7,0.07,,,
CCEC_GT1+HB_SOUTH,Corpus Christi,207,92500581,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,CCEC_GT1,HB_SOUTH,10/01/2019,10/31/2019,PeakWD,No,0.0,2.097406,13.5,2.03,,,
CCEC_GT2+HB_SOUTH,Corpus Christi,207,92500589,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,CCEC_GT2,HB_SOUTH,10/01/2019,10/31/2019,PeakWD,No,0.0,2.097406,13.5,1.35,,,
CCEC_ST1+HB_SOUTH,Corpus Christi,196,92500835,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,CCEC_ST1,HB_SOUTH,10/01/2019,10/31/2019,PeakWE,No,0.0,1.177245,15.0,0.8,,,
CHEDPW_GT2+HB_HOUSTON,Channel345,406,92500482,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,CHEDPW_GT2,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,0.0,0.268598,21.5,0.08,,,
CHE_LYD+HB_HOUSTON,Channel138,146.5,92500470,92749318.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,CHE_LYD,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,13.9,0.071987,13.9,0.1,,,
CHE_LYD2+HB_HOUSTON,Channel138,182.7,92500477,92749325.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,CHE_LYD2,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,17.1,0.071987,17.1,0.08,,,
DDPEC_GT1+HB_HOUSTON,Deer Park,190,92500494,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,DDPEC_GT1,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,0.0,0.381427,6.8,0.21,,,
DDPEC_GT2+HB_HOUSTON,Deer Park,202,92500502,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,DDPEC_GT2,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,0.0,0.381427,6.8,0.22,,,
DDPEC_GT3+HB_HOUSTON,Deer Park,190,92500781,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,DDPEC_GT3,HB_HOUSTON,10/01/2019,10/31/2019,PeakWE,No,0.0,0.190523,10.7,0.13,,,
DDPEC_GT4+HB_HOUSTON,Deer Park,202,92500786,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,DDPEC_GT4,HB_HOUSTON,10/01/2019,10/31/2019,PeakWE,No,0.0,0.190523,10.7,0.14,,,
DDPEC_ST1+HB_HOUSTON,Deer Park,290,92500547,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,DDPEC_ST1,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,0.0,0.381427,9.1,0.22,,,
DUKE_GST1CCU+HB_SOUTH,Hidalgo,315,92500596,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,DUKE_GST1CCU,HB_SOUTH,10/01/2019,10/31/2019,PeakWD,No,0.0,2.539686,24.5,0.24,,,
DUKE_GT2_CCU+HB_SOUTH,Hidalgo,143,92500604,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,DUKE_GT2_CCU,HB_SOUTH,10/01/2019,10/31/2019,PeakWD,No,0.0,2.539686,12.3,0.22,,,
FREC_1_CCU+HB_NORTH,Freestone1,491,92500861,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,FREC_1_CCU,HB_NORTH,10/01/2019,10/31/2019,PeakWE,No,0.0,0.109035,42.6,0.07,,,
FREC_2_CCU+HB_NORTH,Freestone2,491,92500867,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,FREC_2_CCU,HB_NORTH,10/01/2019,10/31/2019,PeakWE,No,0.0,0.127718,42.6,0.06,,,
NED_NEDIN_G1+HB_SOUTH,Magic Valley,213.6,92500849,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,NED_NEDIN_G1,HB_SOUTH,10/01/2019,10/31/2019,PeakWE,No,0.0,1.858304,25.3,0.09,,,
NED_NEDIN_G2+HB_SOUTH,Magic Valley,213.6,92500959,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,NED_NEDIN_G2,HB_SOUTH,10/01/2019,10/31/2019,Off-peak,No,0.0,1.254611,33.7,0.06,,,
NED_NEDIN_G3+HB_SOUTH,Magic Valley,255.5,92500960,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,NED_NEDIN_G3,HB_SOUTH,10/01/2019,10/31/2019,Off-peak,No,0.0,1.254611,33.7,0.1,,,
PSG_PSG_GT2+HB_HOUSTON,Pasadena2,185,92500556,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,PSG_PSG_GT2,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,0.0,0.146059,10.7,0.1,,,
PSG_PSG_GT3+HB_HOUSTON,Pasadena2,185,92500810,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,PSG_PSG_GT3,HB_HOUSTON,10/01/2019,10/31/2019,PeakWE,No,0.0,0.097675,25.0,0.04,,,
PSG_PSG_ST1+HB_HOUSTON,Pasadena2,185,92500565,92749413.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,PSG_PSG_ST1,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,10.7,0.146059,10.7,0.15,,,
TXCTY_CTA+HB_HOUSTON,Texas City,100.6,92500572,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,TXCTY_CTA,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,0.0,0.11,21.4,0.02,,,
TXCTY_CTB+HB_HOUSTON,Texas City,100.6,92500574,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,TXCTY_CTB,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,0.0,0.11,21.4,0.02,,,
TXCTY_CTC+HB_HOUSTON,Texas City,100.6,92500577,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,TXCTY_CTC,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,0.0,0.11,21.4,0.01,,,
TXCTY_ST+HB_HOUSTON,Texas City,131.5,92500578,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_10,BUY,PREAWARD,TXCTY_ST,HB_HOUSTON,10/01/2019,10/31/2019,PeakWD,No,0.0,0.11,28.2,0.02,,,
DDPEC_GT6+HB_HOUSTON,Deer Park,174,93491230,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_11,BUY,PREAWARD,DDPEC_GT6,HB_HOUSTON,11/01/2019,11/30/2019,Off-peak,No,0.0,0.11172,25.0,0.05,,,
GUADG_CCU2+HB_SOUTH,Guadalupe2,516,93491334,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_11,BUY,PREAWARD,GUADG_CCU2,HB_SOUTH,11/01/2019,11/30/2019,Off-peak,No,0.0,0.430101,29.4,0.09,,,
GUADG_CCU1+HB_SOUTH,Guadalupe1,516,93491324,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_11,BUY,PREAWARD,GUADG_CCU1,HB_SOUTH,11/01/2019,11/30/2019,Off-peak,No,0.0,0.430101,29.4,0.12,,,
BOSQ_BSQS_34+HB_NORTH,Bosque138,244,93491313,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_11,BUY,PREAWARD,BOSQ_BSQS_34,HB_NORTH,11/01/2019,11/30/2019,Off-peak,No,0.0,0.537443,14.6,0.18,,,
BOSQ_BSQS_12+HB_NORTH,Bosque345,324,93491306,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_11,BUY,PREAWARD,BOSQ_BSQS_12,HB_NORTH,11/01/2019,11/30/2019,Off-peak,No,0.0,0.502189,17.1,0.18,,,
BOSQ_BSQSU_5+HB_NORTH,Bosque345,222,93491319,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_11,BUY,PREAWARD,BOSQ_BSQSU_5,HB_NORTH,11/01/2019,11/30/2019,Off-peak,No,0.0,0.502189,12.0,0.2,,,
BVE_UNIT1+HB_HOUSTON,Brazos Valley,169,93491198,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_11,BUY,PREAWARD,BVE_UNIT1,HB_HOUSTON,11/01/2019,11/30/2019,Off-peak,No,0.0,0.15526,14.1,0.09,,,
BVE_UNIT2+HB_HOUSTON,Brazos Valley,169,93491205,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_11,BUY,PREAWARD,BVE_UNIT2,HB_HOUSTON,11/01/2019,11/30/2019,Off-peak,No,0.0,0.15526,14.1,0.07,,,
BVE_UNIT3+HB_HOUSTON,Brazos Valley,270,93491209,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_11,BUY,PREAWARD,BVE_UNIT3,HB_HOUSTON,11/01/2019,11/30/2019,Off-peak,No,0.0,0.15526,19.5,0.08,,,
CAL_PUN1+HB_HOUSTON,Pasadena1,180,93491213,,,XCALPP,OPT,ERCOT CRR Bid Submission 2019_11,BUY,PREAWARD,CAL_PUN1,HB_HOUSTON,11/01/2019,11/30/2019,Off-peak,No,0.0,0.085675,9.8,0.04,,,
